model,Parameter Set,Fold,testAccuracy,testPrecision,testRecall,testF1,testRocauc,testCohenkappascore,trainAccuracy,trainPrecision,trainRecall,trainF1,trainRocauc,trainCohenkappascore
LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'saga', 'max_iter': 100, 'class_weight': 'balanced'}",2,0.2653352353780314,0.2653352353780314,1.0,0.41939120631341603,0.5,0.0,0.26462196861626247,0.26462196861626247,1.0,0.4184997179921037,0.5,0.0
LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",1,0.7382310984308131,0.8571428571428571,0.016129032258064516,0.0316622691292876,0.5075790792358283,0.02207735436662539,0.7385877318116976,0.8571428571428571,0.016150740242261104,0.031704095112285335,0.5075901687625668,0.02211983496239467
LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'liblinear', 'max_iter': 100, 'class_weight': None}",2,0.7346647646219686,0.0,0.0,0.0,0.5,0.0,0.7353780313837375,0.0,0.0,0.0,0.5,0.0
LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'liblinear', 'max_iter': 100, 'class_weight': 'balanced'}",1,0.6790299572039943,0.44396551724137934,0.8306451612903226,0.5786516853932585,0.7274585029752584,0.3559037561561267,0.6950784593437945,0.4591240875912409,0.8465679676985195,0.5953620444865121,0.7435168805013703,0.38354325703671244
LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'liblinear', 'max_iter': 100, 'class_weight': 'balanced'}",2,0.6861626248216833,0.44970414201183434,0.8172043010752689,0.5801526717557253,0.7280196262657899,0.36164047883173,0.7250356633380884,0.4886274509803922,0.839622641509434,0.6177491323748141,0.7617123876800321,0.4255759428287199
LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'saga', 'max_iter': 100, 'class_weight': None}",1,0.7346647646219686,0.0,0.0,0.0,0.5,0.0,0.735021398002853,0.0,0.0,0.0,0.5,0.0
LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'saga', 'max_iter': 100, 'class_weight': None}",2,0.7346647646219686,0.0,0.0,0.0,0.5,0.0,0.7353780313837375,0.0,0.0,0.0,0.5,0.0
LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'saga', 'max_iter': 100, 'class_weight': 'balanced'}",1,0.6897289586305279,0.45220030349013657,0.8010752688172043,0.5780795344325897,0.7252949159620001,0.3615036548620868,0.7104136947218259,0.47327652982184354,0.8223418573351279,0.6007866273352999,0.7462024667558707,0.3984406498437215
LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'saga', 'max_iter': 100, 'class_weight': 'balanced'}",2,0.6940085592011412,0.4558139534883721,0.7903225806451613,0.5781710914454278,0.7247729408080176,0.36417838499546484,0.739657631954351,0.5050335570469798,0.8113207547169812,0.6225439503619442,0.7625953919074722,0.43981512903091624
ComplementNB,"{'alpha': 0.1, 'fit_prior': True, 'norm': True}",1,0.5128388017118403,0.34739941118743867,0.9516129032258065,0.5089863407620417,0.6529909176323208,0.19670381847680374,0.5074893009985735,0.3427021696252465,0.9353970390309556,0.5016239624684229,0.6443118140327024,0.18584960166315
ComplementNB,"{'alpha': 0.1, 'fit_prior': True, 'norm': True}",2,0.5021398002853067,0.34205426356589147,0.9489247311827957,0.5028490028490028,0.644850715105961,0.1849108778943861,0.5249643366619116,0.350253807106599,0.9299191374663073,0.5088495575221239,0.6545812952123,0.20210349654174098
DummyClassifier,"{'strategy': 'stratified', 'random_state': 42}",1,0.6184022824536377,0.28150134048257375,0.28225806451612906,0.2818791946308725,0.5110319448794237,0.022044960872410924,0.5891583452211127,0.22476446837146702,0.22476446837146702,0.22476446837146702,0.4726442429193579,-0.05471151416128395
DummyClassifier,"{'strategy': 'stratified', 'random_state': 42}",2,0.6191155492154066,0.28342245989304815,0.2849462365591398,0.2841823056300269,0.5123760309009291,0.024709628000771255,0.6169757489300999,0.2768817204301075,0.2776280323450135,0.27725437415881554,0.5083581480832731,0.016701886733310634
DummyClassifier,"{'strategy': 'most_frequent', 'random_state': 42}",1,0.7346647646219686,0.0,0.0,0.0,0.5,0.0,0.735021398002853,0.0,0.0,0.0,0.5,0.0
DummyClassifier,"{'strategy': 'most_frequent', 'random_state': 42}",2,0.7346647646219686,0.0,0.0,0.0,0.5,0.0,0.7353780313837375,0.0,0.0,0.0,0.5,0.0
DummyClassifier,"{'strategy': 'prior', 'random_state': 42}",1,0.7346647646219686,0.0,0.0,0.0,0.5,0.0,0.735021398002853,0.0,0.0,0.0,0.5,0.0
DummyClassifier,"{'strategy': 'prior', 'random_state': 42}",2,0.7346647646219686,0.0,0.0,0.0,0.5,0.0,0.7353780313837375,0.0,0.0,0.0,0.5,0.0
DummyClassifier,"{'strategy': 'uniform', 'random_state': 42}",1,0.5328102710413695,0.29814550641940085,0.5618279569892473,0.3895619757688723,0.542079027038313,0.06562054208273893,0.4942938659058488,0.2573687994248742,0.48183041722745623,0.3355201499531396,0.4903087069155233,-0.015156087634775162
DummyClassifier,"{'strategy': 'uniform', 'random_state': 42}",2,0.5328102710413695,0.29814550641940085,0.5618279569892473,0.3895619757688723,0.542079027038313,0.06562054208273893,0.5060627674750356,0.26887131560028754,0.5040431266846361,0.3506797937177684,0.5054163257089523,0.0084632730511085
ExtraTreeClassifier,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_state': 42}",1,0.7582025677603423,0.5690376569037657,0.3655913978494624,0.4451718494271686,0.6327956989247313,0.2998323526898702,0.7564194008559201,0.5652173913043478,0.34993270524899056,0.4322527015793849,0.626446216768115,0.2879629037511172
ExtraTreeClassifier,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_state': 42}",2,0.7810271041369472,0.6124567474048442,0.47580645161290325,0.5355521936459909,0.6835342937676167,0.39523623518700135,0.7820970042796006,0.6238185255198487,0.444743935309973,0.5192761605035405,0.6741178454435413,0.3834696967952188
ExtraTreeClassifier,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'random_state': 42}",1,0.7810271041369472,0.6164874551971327,0.46236559139784944,0.5284178187403994,0.6792410481261092,0.38959278199924563,0.7771041369472182,0.6057347670250897,0.4549125168236878,0.5196003074558032,0.6740841089698255,0.3782850672055217
ExtraTreeClassifier,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'random_state': 42}",2,0.7653352353780314,0.5544303797468354,0.5887096774193549,0.5710560625814863,0.708917945505794,0.4097438876760501,0.7617689015691869,0.5537790697674418,0.5134770889487871,0.5328671328671328,0.6822962554346262,0.37328790040445303
ExtraTreeClassifier,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_state': 42}",1,0.7582025677603423,0.5690376569037657,0.3655913978494624,0.4451718494271686,0.6327956989247313,0.2998323526898702,0.7564194008559201,0.5652173913043478,0.34993270524899056,0.4322527015793849,0.626446216768115,0.2879629037511172
ExtraTreeClassifier,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'random_state': 42}",2,0.7860199714693296,0.6285714285714286,0.4731182795698925,0.5398773006134969,0.6860737028917423,0.40406696666402186,0.7845934379457917,0.6326923076923077,0.44339622641509435,0.5213946117274167,0.6753838552056073,0.3879163040555583
ExtraTreeClassifier,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'random_state': 42}",1,0.7674750356633381,0.5851851851851851,0.42473118279569894,0.49221183800623053,0.6579966593590145,0.34632524985555,0.771398002853067,0.606694560669456,0.39030955585464333,0.475020475020475,0.6495458502223241,0.33759125163633785
ExtraTreeClassifier,"{'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'random_state': 42}",2,0.7653352353780314,0.5544303797468354,0.5887096774193549,0.5710560625814863,0.708917945505794,0.4097438876760501,0.7617689015691869,0.5537790697674418,0.5134770889487871,0.5328671328671328,0.6822962554346262,0.37328790040445303
ExtraTreesClassifier,"{'n_estimators': 100, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'bootstrap': True, 'random_state': 42}",1,0.7981455064194009,0.6692015209125475,0.4731182795698925,0.5543307086614173,0.6943261300762084,0.4287832674439027,0.7902995720399429,0.6510721247563352,0.44952893674293404,0.5318471337579617,0.6813389467800066,0.4025191465428958
ExtraTreesClassifier,"{'n_estimators': 100, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'auto', 'bootstrap': True, 'random_state': 42}",2,0.7938659058487875,0.6653386454183267,0.4489247311827957,0.536115569823435,0.6836856665622716,0.4099653124645042,0.793509272467903,0.673773987206823,0.42587601078167114,0.5218827415359207,0.6758381023840461,0.3986193755630364
ExtraTreesClassifier,"{'n_estimators': 100, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'bootstrap': True, 'random_state': 42}",1,0.7981455064194009,0.6692015209125475,0.4731182795698925,0.5543307086614173,0.6943261300762084,0.4287832674439027,0.7902995720399429,0.6510721247563352,0.44952893674293404,0.5318471337579617,0.6813389467800066,0.4025191465428958
ExtraTreesClassifier,"{'n_estimators': 100, 'criterion': 'gini', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'bootstrap': True, 'random_state': 42}",2,0.7938659058487875,0.6653386454183267,0.4489247311827957,0.536115569823435,0.6836856665622716,0.4099653124645042,0.793509272467903,0.673773987206823,0.42587601078167114,0.5218827415359207,0.6758381023840461,0.3986193755630364
