model,Parameter Set,Fold,testAccuracy,testPrecision,testRecall,testF1,testRocauc,testCohenkappascore
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}",noCrossVal,0.8009985734664765,0.6882591093117408,0.4569892473118279,0.5492730210016156,0.6911159828792149,0.4281900975046413
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",noCrossVal,0.8081312410841655,0.6958174904942965,0.4919354838709677,0.5763779527559055,0.7071327904791732,0.457041339019116
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2'}",noCrossVal,0.8052781740370899,0.6826568265682657,0.4973118279569892,0.5754276827371695,0.7069083411629606,0.453112184973609
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",noCrossVal,0.8095577746077033,0.6909090909090909,0.510752688172043,0.5873261205564142,0.7141142081636914,0.4671356623686464
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}",noCrossVal,0.8109843081312411,0.6877192982456141,0.5268817204301075,0.5966514459665145,0.720236976719908,0.4760349413460372
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",noCrossVal,0.8038516405135521,0.6789667896678967,0.4946236559139785,0.5723172628304821,0.7050788182482514,0.4491056808342215
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}",noCrossVal,0.8002853067047075,0.676923076923077,0.4731182795698925,0.5569620253164557,0.69578244075582,0.4332278407909631
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",noCrossVal,0.8045649072753209,0.6884615384615385,0.4811827956989247,0.5664556962025317,0.7012710094999477,0.4453729584882996
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2'}",noCrossVal,0.797432239657632,0.6679389312977099,0.4704301075268817,0.55205047318612,0.692982044054703,0.4262212871429807
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",noCrossVal,0.8045649072753209,0.6762589928057554,0.5053763440860215,0.5784615384615385,0.7089988516546613,0.4546977293503751
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2'}",noCrossVal,0.8059914407988588,0.6838235294117647,0.5,0.577639751552795,0.708252427184466,0.4556272483298121
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",noCrossVal,0.8059914407988588,0.6984126984126984,0.4731182795698925,0.5641025641025641,0.6996659359014511,0.4452048417132216
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2'}",noCrossVal,0.8067047075606276,0.6797153024911032,0.5134408602150538,0.5849923430321592,0.7130311097191774,0.4621752387315589
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",noCrossVal,0.8081312410841655,0.6943396226415094,0.4946236559139785,0.5777080062794349,0.7079914396074747,0.458068094620887
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 5, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2'}",noCrossVal,0.7995720399429387,0.6716981132075471,0.478494623655914,0.5588697017268447,0.6970143021192191,0.4338926936374322
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",noCrossVal,0.7981455064194009,0.6394984326018809,0.5483870967741935,0.5904486251808972,0.7183683056686502,0.4575594097171903
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2'}",noCrossVal,0.8102710413694721,0.6687898089171974,0.5645161290322581,0.6122448979591837,0.7317726276229252,0.4878405176912639
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",noCrossVal,0.8009985734664765,0.6476190476190476,0.5483870967741935,0.5938864628820961,0.7203100532414657,0.4632951617285068
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2'}",noCrossVal,0.8109843081312411,0.6731391585760518,0.5591397849462365,0.6108663729809104,0.730540766259526,0.4874500942243117
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt'}",noCrossVal,0.8081312410841655,0.6624605678233438,0.5645161290322581,0.6095791001451379,0.7303163169433134,0.4834645884979387
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2'}",noCrossVal,0.8067047075606276,0.6593059936908517,0.5618279569892473,0.606676342525399,0.7284867940286042,0.4796241765165107
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt'}",noCrossVal,0.7960057061340942,0.6360759493670886,0.5403225806451613,0.5843023255813952,0.714336047604134,0.450325715037726
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2'}",noCrossVal,0.796718972895863,0.638095238095238,0.5403225806451613,0.5851528384279475,0.714821484497338,0.4517531221957865
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt'}",noCrossVal,0.8102710413694721,0.6677215189873418,0.5672043010752689,0.6133720930232558,0.7326312767512267,0.4887644762238989
RandomForestClassifier,"{'n_estimators': 50, 'criterion': 'entropy', 'max_depth': 10, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2'}",noCrossVal,0.8088445078459344,0.6625,0.5698924731182796,0.6127167630057804,0.7325190520931203,0.4867723711385268
